,Date,City,State,Latitude,Longitude
2303,2022-11-08,Houston,Texas,29.9203178,-95.2017143
2304,2022-11-08,Indianapolis,Indiana,39.8183669,-86.0646256
2305,2022-11-08,Pittsburgh,Pennsylvania,40.4081359,-79.9920828
2306,2022-11-08,Philadelphia,Pennsylvania,40.0164323,-75.0740335
2307,2022-11-08,Nashville,Tennessee,36.1291799,-86.7691905
2308,2022-11-08,Everett,Pennsylvania,40.00975,-78.3771788
2309,2022-11-08,Dallas,Texas,32.8028276,-96.834538
2310,2022-11-08,Outlook,Washington,46.3315402,-120.1040218
2311,2022-11-08,Birmingham,Alabama,33.4813129,-86.8928402
2312,2022-11-08,Greeley,Colorado,40.4072594,-104.6776746
2313,2022-11-08,Oklahoma City,Oklahoma,35.4141941,-97.4673597
2314,2022-11-08,Seattle,Washington,47.7264012,-122.3366054
2315,2022-11-08,Bancroft,Idaho,42.6890651,-111.759579
2316,2022-11-07,Troy,Michigan,42.5615439,-83.1374252
2317,2022-11-07,Little Rock,Arkansas,34.7166114,-92.2901248
2318,2022-11-07,Fairbanks,Alaska,64.8341883,-147.8014199
2319,2022-11-07,Atlanta,Texas,33.1165809,-94.1686758
2320,2022-11-07,Laurinburg,North Carolina,34.7878772,-79.4490557
2321,2022-11-07,Kernersville,North Carolina,36.0522009,-80.1117906
2322,2022-11-07,Memphis,Tennessee,35.0218319,-89.9550341
2323,2022-11-07,Magnolia,Kentucky,37.3391974,-85.7571546
2324,2022-11-07,Columbus,Ohio,40.0102303,-82.9523598
2325,2022-11-07,Warren,Ohio,41.2363511,-80.8041791
2326,2022-11-07,Warner Robins,Georgia,32.5490932,-83.6627555
2327,2022-11-07,Houston,Texas,29.6863652,-95.375573
2328,2022-11-07,Charlotte,North Carolina,35.2602898,-80.8042047
2329,2022-11-07,Peoria,Illinois,40.7203641,-89.5985837
2330,2022-11-07,Redan,Georgia,33.7304059,-84.172321
2331,2022-11-07,Cleveland,Ohio,41.4668015,-81.6407314
2332,2022-11-07,Brooklyn,New York,40.673308,-73.8711491
2333,2022-11-07,Detroit,Michigan,42.3567638,-83.1292219
2334,2022-11-07,Baltimore,Maryland,39.2917312,-76.5631795
2335,2022-11-07,West Memphis,Arkansas,35.1565569,-90.124265
2336,2022-11-07,Weaverville,California,40.732178,-122.9407927
2337,2022-11-07,Bonaire,Georgia,32.5649769,-83.594136
2338,2022-11-07,Indianapolis,Indiana,39.7176577,-86.2548905
2339,2022-11-07,Amarillo,Texas,35.1249593,-101.9033312
2340,2022-11-07,Philadelphia,Pennsylvania,39.9670315,-75.1604159
2341,2022-11-07,Silsbee,Texas,30.4029421,-94.2122009
2342,2022-11-07,Rutland,Vermont,43.6107097,-72.9883198
2343,2022-11-07,Little Rock,Arkansas,34.7973889,-92.4185939
2344,2022-11-07,San Antonio (Leon Valley),Texas,29.4856723,-98.6150459
2345,2022-11-07,Johnson City,Tennessee,36.3384011,-82.3395727
2346,2022-11-07,Hartford,Connecticut,41.7880164,-72.679765
2347,2022-11-07,Brooklyn,New York,40.6860088,-73.8710228
2348,2022-11-07,Mobile,Alabama,30.70758,-88.2438512
2349,2022-11-07,Detroit,Michigan,42.4309962,-83.2588384
2350,2022-11-06,Norfolk,Virginia,36.8901594,-76.2202069
2351,2022-11-06,Pell City,Alabama,33.6123679,-86.376728
2352,2022-11-06,Cleveland,Ohio,41.4911269,-81.661646
2353,2022-11-06,Telford,Tennessee,36.240024,-82.5791868
2354,2022-11-06,Dyersburg,Tennessee,36.030889,-89.4063145
2355,2022-11-06,Raleigh,North Carolina,35.7654538,-78.62837
2356,2022-11-06,Cleveland,Ohio,41.4568321,-81.5964675
2357,2022-11-06,Chicago,Illinois,41.7141708,-87.630727
2358,2022-11-06,Florence,South Carolina,34.1857511,-79.7573343
2359,2022-11-06,Charlotte,North Carolina,35.2144752,-80.772862
2360,2022-11-06,Chicago,Illinois,41.896314,-87.6362358
2361,2022-11-06,Mesa,Arizona,33.4218676,-111.6691933
2362,2022-11-06,Pueblo,Colorado,38.2602953,-104.6485932
2363,2022-11-06,Hartford,Connecticut,41.7882875,-72.6616109
2364,2022-11-06,Memphis,Tennessee,35.2106519,-90.0252669
2365,2022-11-06,Saint Marys,West Virginia,39.3962715,-81.114579
2366,2022-11-06,Chattanooga,Tennessee,35.0407321,-85.2417013
2367,2022-11-06,Atlanta,Georgia,33.6745692,-84.5131455
2368,2022-11-06,Saint Louis,Missouri,38.5513584,-90.2665335
2369,2022-11-06,Decatur,Georgia,33.7101715,-84.1902035
2370,2022-11-06,Tampa,Florida,28.0594268,-82.5035712
2371,2022-11-06,Fort Pierce,Florida,27.4719325,-80.3572301
2372,2022-11-06,Bowling Green,Kentucky,36.9376069,-86.4260444
2373,2022-11-06,Baltimore,Maryland,39.2988118,-76.6456838
2374,2022-11-06,Willowbrook,Illinois,41.7690163,-87.9692179
2375,2022-11-06,Mesa,Arizona,33.3931156,-111.8746164
2376,2022-11-06,Columbia,Missouri,38.9674247,-92.2711831
2377,2022-11-06,Tucson,Arizona,32.3771084,-111.0725534
2378,2022-11-06,North Hills,California,34.223542,-118.4672678
2379,2022-11-06,Zion,Illinois,42.4571331,-87.834064
2380,2022-11-06,Fort Lauderdale (Davie),Florida,26.0616744,-80.2103448
2381,2022-11-06,Oakland,California,37.7393503,-122.1695272
2382,2022-11-06,Yankton,South Dakota,42.889063,-97.3620054
2383,2022-11-06,Jacksonville,Florida,30.3237789,-81.6917024
2384,2022-11-06,Jacksonville,Florida,30.3441057,-81.675627
2385,2022-11-06,Bakersfield,California,35.3832967,-118.9281286
2386,2022-11-06,Shippensburg,Pennsylvania,40.05751,-77.517096
2387,2022-11-06,Baltimore,Maryland,39.3514517,-76.6838533
2388,2022-11-06,Omaha,Nebraska,41.2832372,-95.9890126
2389,2022-11-06,Pittsburgh,Pennsylvania,40.4755975,-79.9378092
2390,2022-11-06,Philadelphia,Pennsylvania,40.0673333,-75.0513439
2391,2022-11-06,Indianapolis,Indiana,39.6895822,-86.2402027
2392,2022-11-06,Billings,Montana,45.7781405,-108.5036505
2393,2022-11-06,Chicago,Illinois,41.850006,-87.7002996
2394,2022-11-06,Jonesboro,Georgia,33.5780952,-84.3733545
2395,2022-11-06,Springfield,Ohio,39.9221481,-83.763266
2396,2022-11-06,Newport,Washington,48.1747558,-117.0441819
2397,2022-11-06,Pinson,Alabama,33.6242229,-86.7340558
2398,2022-11-06,San Antonio,Texas,29.4093974,-98.4059583
2399,2022-11-06,Milwaukee,Wisconsin,43.0991973,-88.0066444
2400,2022-11-06,Milwaukee,Wisconsin,43.0823866,-87.9384494
2401,2022-11-06,Roanoke,Virginia,37.2851602,-79.9837875
2402,2022-11-06,Boston,Massachusetts,42.2756673,-71.0976652
2403,2022-11-06,Taunton,Massachusetts,41.898824,-71.100561
2404,2022-11-06,Brockton,Massachusetts,42.0677602,-71.0132615
2405,2022-11-06,Missouri City,Texas,29.5223152,-95.4917502
2406,2022-11-06,Alexandria,Louisiana,31.2892533,-92.4390245
2407,2022-11-05,Houston,Texas,29.9612382,-95.4241071
2408,2022-11-05,Chicago,Illinois,41.7495546,-87.576155
2409,2022-11-05,Baton Rouge,Louisiana,30.4628336,-91.058707
2410,2022-11-05,Fort Worth,Texas,32.8223326,-97.0618257
2411,2022-11-05,Ceres,California,37.5733277,-120.946242
2412,2022-11-05,El Dorado,Arkansas,33.1873555,-92.6416216
2413,2022-11-05,Terre Haute,Indiana,39.5147237,-87.290579
2414,2022-11-05,Glendale,Arizona,33.5094013,-112.1687919
2415,2022-11-05,Summerville,South Carolina,32.9340515,-80.1413441
2416,2022-11-05,Virginia Beach,Virginia,36.7945872,-76.142936
2417,2022-11-05,Albuquerque,New Mexico,35.1026663,-106.49733
2418,2022-11-05,Bryson City,North Carolina,35.3559929,-83.4287978
2419,2022-11-05,Richmond,Virginia,37.466056,-77.441086
2420,2022-11-05,Unityville,Pennsylvania,41.2733412,-76.4624301
2421,2022-11-05,Florence,South Carolina,34.2285083,-79.7819833
2422,2022-11-05,Norfolk,Virginia,36.8682011,-76.2330385
2423,2022-11-05,Durham,North Carolina,35.9925994,-78.8818936
2424,2022-11-05,Euclid,Ohio,41.6069012,-81.5068513
2425,2022-11-05,Okeana,Ohio,39.3545592,-84.7389588
2426,2022-11-05,Euless,Texas,32.818213,-97.0721718
2427,2022-11-05,Augusta,Georgia,33.4276347,-82.0502695
2428,2022-11-05,Saint Louis,Missouri,38.6411073,-90.1954954
2429,2022-11-05,Bullhead City,Arizona,35.1076019,-114.6390783
2430,2022-11-05,Atlanta,Georgia,33.7103244,-84.423647
2431,2022-11-05,Calhoun,Georgia,34.5044786,-84.9610315
2432,2022-11-05,Mount Pleasant,Michigan,43.599509,-84.7422023
2433,2022-11-05,Saint Louis,Missouri,38.5733968,-90.2595462
2434,2022-11-05,Hickory,North Carolina,35.7395,-81.3189147
2435,2022-11-05,Houston,Texas,29.8053965,-95.3636438
2436,2022-11-05,Spring,Texas,30.0620452,-95.4422795
2437,2022-11-05,Denver,Colorado,39.7294951,-105.0510222
2438,2022-11-05,Baltimore,Maryland,39.3395734,-76.6848423
2439,2022-11-05,Gretna,Florida,30.616075,-84.6632013
2440,2022-11-05,Niceville,Florida,30.5263616,-86.4670914
2441,2022-11-05,Belleville,Illinois,38.5107134,-89.9799413
2442,2022-11-05,Lawton,Oklahoma,34.6235948,-98.4182939
2443,2022-11-05,Belle Vernon,Pennsylvania,40.1384201,-79.8483274
2444,2022-11-05,Jacksonville,Florida,30.3049829,-81.6454608
2445,2022-11-05,Columbus,Ohio,40.0462518,-82.9621099
2446,2022-11-05,Baltimore,Maryland,39.3049337,-76.5825171
2447,2022-11-05,Baltimore,Maryland,39.3072775,-76.5759935
2448,2022-11-05,Athens,Alabama,34.7665375,-87.0545662
2449,2022-11-05,Dripping Springs,Texas,30.1902067,-98.0866781
2450,2022-11-05,West Palm Beach,Florida,26.6657266,-80.146104
2451,2022-11-05,San Diego,California,32.7083733,-117.1494391
2452,2022-11-05,Steilacoom,Washington,47.1746852,-122.5962712
2453,2022-11-05,Indianapolis,Indiana,39.8025245,-86.1296269
2454,2022-11-05,Zion,Illinois,42.4611933,-87.8374706
2455,2022-11-05,Attalla,Alabama,34.0176984,-86.0718567
2456,2022-11-05,Dryden,Virginia,36.7744639,-82.9439062
2457,2022-11-05,Philadelphia,Pennsylvania,39.9902826,-75.1738367
2458,2022-11-05,Philadelphia,Pennsylvania,40.0043376,-75.1838925
2459,2022-11-05,Memphis,Tennessee,35.1857207,-89.8618544
2460,2022-11-05,Milwaukee,Wisconsin,43.0972452,-87.9578125
2461,2022-11-05,Irvington,New Jersey,40.7397404,-74.2149789
2462,2022-11-05,Norwich,Connecticut,41.5039552,-72.094913
2463,2022-11-04,Orlando,Florida,28.5613996,-81.2408474
2464,2022-11-04,Cleveland,Ohio,41.516054,-81.620491
2465,2022-11-04,Oakland,California,37.7498195,-122.192279
2466,2022-11-04,Las Vegas,Nevada,36.1750337,-115.2182752
2467,2022-11-04,Las Vegas,Nevada,36.2052756,-115.2779474
2468,2022-11-04,Topeka,Kansas,38.983702,-95.6881229
2469,2022-11-04,Chicago,Illinois,41.8114819,-87.5945895
2470,2022-11-04,Mcdonough,Georgia,33.4494161,-84.1946088
2471,2022-11-04,Boston,Massachusetts,42.3459789,-71.0759849
2472,2022-11-04,Lawrenceburg,Kentucky,37.8804029,-85.2570503
2473,2022-11-04,Birmingham,Alabama,33.5371936,-86.7695832
2474,2022-11-04,Saint Louis,Missouri,38.6390031,-90.1909362
2475,2022-11-04,Norcross,Georgia,33.9109269,-84.1686134
2476,2022-11-04,Nashville,Tennessee,36.2059255,-86.7809494
2477,2022-11-04,Huntington,West Virginia,38.4228222,-82.4328606
2478,2022-11-04,Pueblo,Colorado,38.2875244,-104.5753145
2479,2022-11-04,Pullman,Michigan,42.4478099,-86.090187
2480,2022-11-04,Fayetteville,North Carolina,35.0384299,-78.8354081
2481,2022-11-04,Plantation,Florida,26.135981,-80.258323
2482,2022-11-04,La Plata,Maryland,38.5382036,-76.9552817
2483,2022-11-04,Odessa,Texas,31.9162087,-102.3961302
2484,2022-11-04,Miami,Florida,25.8405376,-80.2211801
2485,2022-11-04,Louisville,Kentucky,38.2211875,-85.6309006
2486,2022-11-04,Memphis,Tennessee,35.1786893,-90.0219358
2487,2022-11-04,Lawndale,California,33.8973284,-118.3446539
2488,2022-11-04,Champaign,Illinois,40.1264345,-88.2501898
2489,2022-11-04,Stone Mountain,Georgia,33.7645476,-84.2003007
2490,2022-11-04,Atlanta,Georgia,33.668472,-84.5011546
2491,2022-11-04,Hobart,Indiana,41.542866,-87.2568227
2492,2022-11-04,Lansdowne (Yeadon),Pennsylvania,39.9399151,-75.2425052
2493,2022-11-04,Philadelphia,Pennsylvania,39.9905954,-75.1216575
2494,2022-11-04,Mobile (Prichard),Alabama,30.7502808,-88.1167746
2495,2022-11-04,Muncie,Indiana,40.1871937,-85.3804457
2496,2022-11-04,Oxon Hill,Maryland,38.8171178,-77.0023658
2497,2022-11-04,Chicago,Illinois,41.7793736,-87.6985927
2498,2022-11-04,Philadelphia,Pennsylvania,39.9503421,-75.2384591
2499,2022-11-04,Philadelphia,Pennsylvania,39.954831,-75.2211633
2500,2022-11-04,Washington,District of Columbia,38.9058027,-77.0220765
2501,2022-11-04,Dayton,Ohio,39.7723912,-84.1375978
2502,2022-11-04,Sacramento,California,38.4726131,-121.4375604
2503,2022-11-04,Arroyo Grande,California,35.0767001,-120.5246926
2504,2022-11-04,Greenwood,Mississippi,33.5173718,-90.1474202
2505,2022-11-04,Jackson,Mississippi,32.3674793,-90.223989
2506,2022-11-03,New Orleans,Louisiana,29.9850693,-90.0417937
2507,2022-11-03,Saint Louis,Missouri,38.6806088,-90.2764022
2508,2022-11-03,Petersburg,Virginia,37.2287208,-77.3886852
2509,2022-11-03,Macon,Georgia,32.8448798,-83.6917426
2510,2022-11-03,Mesa,Arizona,33.4502663,-111.7022006
2511,2022-11-03,Chicago,Illinois,41.7436717,-87.6054077
2512,2022-11-03,Germantown,Wisconsin,43.2503479,-88.0935842
2513,2022-11-03,Baltimore,Maryland,39.2827673,-76.6450729
2514,2022-11-03,Aurora,Colorado,39.6970024,-104.8141532
2515,2022-11-03,Colorado Springs,Colorado,38.8367304,-104.8442992
2516,2022-11-03,Brooklyn,New York,40.6085006,-73.9686316
2517,2022-11-03,Camarillo,California,34.2185072,-119.0429621
2518,2022-11-03,Temple,Texas,31.0919735,-97.3560185
2519,2022-11-03,Bronx,New York,40.8788603,-73.8734881
2520,2022-11-03,Compton,California,33.8781056,-118.2207252
2521,2022-11-03,Magnolia,Texas,30.1806304,-95.6951233
2522,2022-11-03,Detroit,Michigan,42.3486166,-82.9991729
2523,2022-11-03,Dallas,Texas,32.8838331,-96.7179846
2524,2022-11-03,Dallas,Texas,32.7128125,-96.6637449
2525,2022-11-03,New Alexandria,Pennsylvania,40.3975597,-79.421384
2526,2022-11-03,Tehachapi,California,35.1239031,-118.3887577
2527,2022-11-03,Baltimore,Maryland,39.3153242,-76.6342657
2528,2022-11-03,Seattle,Washington,47.5556985,-122.355573
2529,2022-11-03,Homestead (Florida City),Florida,25.4617739,-80.4824016
2530,2022-11-03,Jonesboro,Arkansas,35.851934,-90.7064467
2531,2022-11-03,Columbia,South Carolina,34.0458067,-81.0355053
2532,2022-11-03,Gadsden,Alabama,33.9929355,-85.975201
2533,2022-11-02,New Orleans,Louisiana,30.0323483,-89.971831
2534,2022-11-02,Opelousas,Louisiana,30.5411458,-92.0803551
2535,2022-11-02,Hattiesburg,Mississippi,31.3326636,-89.3100554
2536,2022-11-02,Salt Lake City (Murray),Utah,40.7716909,-111.8565654
2537,2022-11-02,Bohemia,New York,40.7684355,-73.1085994
2538,2022-11-02,Saint Pauls,North Carolina,34.7894879,-78.9257966
2539,2022-11-02,Chicago,Illinois,41.7471385,-87.6515639
2540,2022-11-02,Maquoketa,Iowa,42.1351076,-90.6852177
2541,2022-11-02,Albuquerque,New Mexico,35.0633592,-106.5794467
2542,2022-11-02,Miami,Florida,25.85114,-80.1970374
2543,2022-11-02,Phoenix,Arizona,33.4659673,-112.1517934
2544,2022-11-02,Mount Juliet,Tennessee,36.1537385,-86.5162637
2545,2022-11-02,Fresno,California,36.819375,-119.7797425
2546,2022-11-02,Phoenix,Arizona,33.4659494,-112.138817
2547,2022-11-02,West Covina,California,34.0114335,-117.880103
2548,2022-11-02,Orlando,Florida,28.4724198,-81.4090133
2549,2022-11-02,Cedar Hill,Texas,32.5608608,-96.9082204
2550,2022-11-02,Fort Wayne,Indiana,41.0659625,-85.1428524
2551,2022-11-02,Jacksonville,Florida,30.3327953,-81.7237475
2552,2022-11-02,Charlotte,North Carolina,35.1546021,-80.7457791
2553,2022-11-02,Tamaqua,Pennsylvania,40.7937858,-75.9757257
2554,2022-11-02,Dallas,Texas,32.798309,-96.8257573
2555,2022-11-02,Taylor Township,Indiana,39.4419331,-86.7645803
2556,2022-11-02,Lithonia,Georgia,33.7064811,-84.1417345
2557,2022-11-02,Macon,Georgia,32.8426954,-83.6543249
2558,2022-11-02,Baltimore,Maryland,39.3050814,-76.6017981
2559,2022-11-02,Chicago,Illinois,41.884904,-87.711337
2560,2022-11-02,Alexandria,Louisiana,31.2759199,-92.4335708
2561,2022-11-02,Portland,Oregon,45.5693206,-122.6153666
2562,2022-11-02,Anderson,South Carolina,34.495454,-82.603198
2563,2022-11-02,Erwin,North Carolina,35.3820627,-78.716391
2564,2022-11-02,Mount Orab,Ohio,39.0473127,-83.9224065
2565,2022-11-02,Jackson,Mississippi,32.3210576,-90.1666199
2566,2022-11-02,Millville,New Jersey,39.3995207,-75.0342752
2567,2022-11-02,Brunswick,Georgia,31.2248336,-81.508659
2568,2022-11-02,Seneca,Missouri,36.8093937,-94.5932433
2569,2022-11-01,Riverside,California,33.9054757,-117.4896368
2570,2022-11-01,Memphis,Tennessee,35.1018409,-90.0298133
2571,2022-11-01,East Saint Louis,Illinois,38.6236735,-90.1523148
2572,2022-11-01,Brandon,Florida,27.9355834,-82.2767725
2573,2022-11-01,Meridian,Mississippi,32.3749928,-88.6811676
2574,2022-11-01,Mesa,Arizona,33.4155806,-111.6846125
2575,2022-11-01,Saint Paul,Minnesota,44.9629949,-93.0751087
2576,2022-11-01,Saint Paul (North Saint Paul),Minnesota,45.0262967,-93.003373
2577,2022-11-01,Denver,Colorado,39.7388528,-104.8903193
2578,2022-11-01,Wyoming,Michigan,42.9336864,-85.730696
2579,2022-11-01,Memphis,Tennessee,35.1769474,-89.9726901
2580,2022-11-01,Heiskell,Tennessee,36.1116066,-84.019572
2581,2022-11-01,Orlando,Florida,28.4868543,-81.4175083
2582,2022-11-01,Deland,Florida,29.0111177,-81.317442
2583,2022-11-01,Columbus,Ohio,39.9751261,-82.9597965
2584,2022-11-01,Cleveland,Ohio,41.5141112,-81.620396
2585,2022-11-01,Brooklyn,New York,40.6664459,-73.9536049
2586,2022-11-01,Palmdale,California,34.6036659,-118.182041
2587,2022-11-01,Bloomington,California,34.0613964,-117.3904815
2588,2022-11-01,Hartwell,Georgia,34.335697,-82.9405637
2589,2022-11-01,Houston,Texas,29.7537638,-95.3644994
2590,2022-11-01,Roanoke (Trophy Club),Texas,32.9958338,-97.1878708
2591,2022-11-01,Thonotosassa,Florida,28.0318358,-82.3522812
2592,2022-11-01,Bakersfield,California,35.3713416,-118.9555585
2593,2022-11-01,Indianapolis,Indiana,39.799652,-86.0786644
2594,2022-11-01,Sylvester,Georgia,31.5233482,-83.8259812
2595,2022-11-01,New Port Richey,Florida,28.2575838,-82.7036111
2596,2022-11-01,Rochester,New York,43.1623177,-77.5963777
2597,2022-11-01,Chicago,Illinois,41.963758,-87.6468868
2598,2022-11-01,Atlanta,Georgia,33.8596531,-84.303954
2599,2022-11-01,Decatur,Alabama,34.5953785,-86.9672652
2600,2022-11-01,Montgomery,Alabama,32.3506631,-86.2158492
2601,2022-11-01,Lathrop,California,40.7849736,-122.3083439
2602,2022-11-01,Milwaukee,Wisconsin,43.0816747,-87.9198437
2603,2022-11-01,Highland Park,Michigan,42.392156,-83.0954609
2604,2022-11-01,Jersey City,New Jersey,40.73624,-74.075729
2605,2022-10-31,Austin,Texas,30.3308911,-97.6926832
2606,2022-10-31,Louisville,Kentucky,38.2526647,-85.7584557
2607,2022-10-31,Montgomery,Alabama,32.3509846,-86.2200288
2608,2022-10-31,Hawaiian Gardens,California,33.8294735,-118.0808537
2609,2022-10-31,Cincinnati,Ohio,39.1623971,-84.5482542
2610,2022-10-31,Albuquerque,New Mexico,35.0884583,-106.653302
2611,2022-10-31,Waterbury,Connecticut,41.5625287,-73.0475839
2612,2022-10-31,Kansas City,Kansas,39.0706566,-94.6951625
2613,2022-10-31,Inkster,Michigan,42.2881423,-83.3020378
2614,2022-10-31,Los Angeles,California,33.9602196,-118.243085
2615,2022-10-31,Saginaw,Michigan,43.3809039,-83.9209931
2616,2022-10-31,Raleigh,North Carolina,35.8673679,-78.5934074
2617,2022-10-31,North Charleston,South Carolina,32.8544768,-79.9698256
2618,2022-10-31,Jackson,Tennessee,35.6553275,-88.8720809
2619,2022-10-31,Visalia,California,36.3419235,-119.2946494
2620,2022-10-31,Flint,Michigan,43.0014449,-83.645186
2621,2022-10-31,Cleveland,Tennessee,35.1904472,-84.8293193
2622,2022-10-31,Columbus,Ohio,40.0163697,-82.9839899
2623,2022-10-31,Washington,District of Columbia,38.8582181,-76.9963952
2624,2022-10-31,Cincinnati,Ohio,39.1329016,-84.4972526
2625,2022-10-31,Houston,Texas,29.9127921,-95.4547258
2626,2022-10-31,Chicago Heights (Ford Heights),Illinois,41.5062628,-87.5884539
2627,2022-10-31,Atlanta,Georgia,33.7132651,-84.3099477
2628,2022-10-31,Philadelphia,Pennsylvania,40.0020374,-75.132738
2629,2022-10-31,Pittsburgh,Pennsylvania,40.460703,-79.8974905
2630,2022-10-31,Houston,Texas,29.6379181,-95.2369503
2631,2022-10-31,Bonita Springs,Florida,26.3456957,-81.7699111
2632,2022-10-31,Midlothian,Virginia,37.5010404,-77.6537243
2633,2022-10-31,Cedar Hill,Tennessee,36.3772944,-86.9887191
2634,2022-10-31,Long Beach,California,33.8187528,-118.1838161
2635,2022-10-31,Philadelphia,Pennsylvania,39.9384088,-75.2188835
2636,2022-10-31,Atlanta,Georgia,33.7914279,-84.4036841
2637,2022-10-31,Philadelphia,Pennsylvania,40.0020374,-75.132738
2638,2022-10-31,Corpus Christi,Texas,27.7030175,-97.3688398
2639,2022-10-31,Philadelphia,Pennsylvania,39.9187161,-75.23497
2640,2022-10-31,Chicago,Illinois,41.8710582,-87.6960255
2641,2022-10-31,Chicago,Illinois,41.8755295,-87.7226795
2642,2022-10-31,Kansas City (Raytown),Missouri,38.9651519,-94.4653794
2643,2022-10-31,Natrona Heights,Pennsylvania,40.6534422,-79.7462561
2644,2022-10-31,Madras,Oregon,44.623064,-121.1231965
2645,2022-10-31,Montgomery,Illinois,41.7277296,-88.3280778
2646,2022-10-31,Cheyenne,Wyoming,41.154456,-104.7245343
2647,2022-10-31,Mobile,Alabama,30.6889908,-88.0424775
2648,2022-10-31,Brooklyn,New York,40.5980477,-73.94102
2649,2022-10-31,Sherwood,Arkansas,34.828781,-92.2368429
2650,2022-10-31,Joplin,Missouri,37.0667477,-94.5292274
2651,2022-10-30,Goldsboro,North Carolina,35.3434411,-78.0383
2652,2022-10-30,Omaha,Nebraska,41.250912,-95.9570315
2653,2022-10-30,Covina,California,34.0982239,-117.9165019
2654,2022-10-30,Greeneville,Tennessee,36.1423356,-82.8282678
2655,2022-10-30,Sacramento,California,38.483156,-121.45494
2656,2022-10-30,Palm Springs,California,33.8159289,-116.4936898
2657,2022-10-30,Parkville,Maryland,39.372258,-76.5669079
2658,2022-10-30,Kansas City,Missouri,38.9558198,-94.5489647
2659,2022-10-30,Austin,Texas,30.2675318,-97.7365724
2660,2022-10-30,Portsmouth,Virginia,36.8260517,-76.3087179
2661,2022-10-30,San Jose,California,37.3588605,-121.8933179
2662,2022-10-30,Denver,Colorado,39.6553123,-104.8719176
2663,2022-10-30,Phoenix,Arizona,33.4804205,-112.2032694
2664,2022-10-30,Falls Church,Virginia,38.8457768,-77.1220445
2665,2022-10-30,Longmont,Colorado,40.2468295,-105.1028253
2666,2022-10-30,Chattanooga,Tennessee,35.0520933,-85.1863279
2667,2022-10-30,San Luis,Arizona,32.4947434,-114.6431799
2668,2022-10-30,Louisville,Kentucky,38.1833639,-85.8553211
2669,2022-10-30,Joliet,Illinois,41.5337211,-88.0642511
2670,2022-10-30,Virginia Beach,Virginia,36.8435509,-75.9996439
2671,2022-10-30,Brooklyn,New York,40.6800636,-73.9606394
2672,2022-10-30,Aurora,Colorado,39.7301733,-104.8680482
2673,2022-10-30,Memphis,Tennessee,35.0534003,-89.8969199
2674,2022-10-30,Memphis,Tennessee,35.0970307,-89.9309312
2675,2022-10-30,Columbus,Ohio,40.0009413,-82.9306016
2676,2022-10-30,Cincinnati,Ohio,39.1451423,-84.4904771
2677,2022-10-30,Davenport,Iowa,41.5538948,-90.5273599
2678,2022-10-30,Cleveland,Ohio,41.4985081,-81.6937861
2679,2022-10-30,Memphis,Tennessee,35.1484869,-90.0395336
2680,2022-10-30,Winter Haven,Florida,28.0425283,-81.6983901
2681,2022-10-30,Albuquerque,New Mexico,35.0740837,-106.6986141
2682,2022-10-30,Baltimore,Maryland,39.2813084,-76.6526508
2683,2022-10-30,Baltimore,Maryland,39.3382438,-76.6079877
2684,2022-10-30,Mobile,Alabama,30.6735571,-88.1497242
2685,2022-10-30,Houston,Texas,29.7356193,-95.6343442
2686,2022-10-30,Dallas,Texas,32.769656,-96.755457
2687,2022-10-30,Compton,California,33.9019517,-118.2610247
2688,2022-10-30,Huntington Park,California,33.9835454,-118.2277751
2689,2022-10-30,Columbus,Ohio,40.0020773,-82.9700462
2690,2022-10-30,Washington,District of Columbia,38.834726,-76.9926132
2691,2022-10-30,Hartsville,South Carolina,34.3555064,-80.0717124
2692,2022-10-30,Kinston,North Carolina,35.2685117,-77.5707202
2693,2022-10-30,Philadelphia,Pennsylvania,39.995874,-75.1202565
2694,2022-10-30,Chicago,Illinois,41.923901,-87.79554
2695,2022-10-30,Kansas City,Missouri,39.0831246,-94.5152833
2696,2022-10-30,Moses Lake,Washington,47.1311496,-119.3210005
2697,2022-10-30,Hammond,Louisiana,30.5190183,-90.5420803
2698,2022-10-30,Little Rock,Arkansas,34.6827509,-92.3327363
2699,2022-10-30,Montgomery,Alabama,32.3656768,-86.2118759
2700,2022-10-30,Columbus,Mississippi,33.5034649,-88.4103973
2701,2022-10-30,Vicksburg,Mississippi,32.327581,-90.839337
2702,2022-10-30,Farmville,Virginia,37.3089853,-78.3845882
2703,2022-10-30,Saint Louis,Missouri,38.5904823,-90.2341102
2704,2022-10-30,Memphis,Tennessee,35.107905,-89.931939
2705,2022-10-30,Victorville,California,34.484223,-117.3687089
2706,2022-10-30,Pasadena,California,34.1596784,-118.1475892
2707,2022-10-30,Houston,Texas,29.6372069,-95.2435743
2708,2022-10-30,Santa Maria,California,34.943259,-120.4495053
2709,2022-10-30,Gadsden,Alabama,34.0469138,-85.957974
2710,2022-10-29,Carrollton,Texas,32.9603347,-96.8536509
2711,2022-10-29,Paterson,New Jersey,40.9143745,-74.1759353
2712,2022-10-29,Belleville,New Jersey,40.801851,-74.1513111
2713,2022-10-29,Danville,Virginia,36.5942456,-79.4213854
2714,2022-10-29,Houston,Texas,29.8595514,-95.4010191
2715,2022-10-29,Rockingham,North Carolina,34.9227072,-79.7523861
2716,2022-10-29,Petersburg,Virginia,37.2311958,-77.4144339
